category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,full_content,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_distance_to_origin,admiralty_info_credibility,rationale
economic,trade structure Moldova exports EU share 2024..2025,en,scholar,International development policies in Central and Eastern Europe since EU accession: increasing divergence?,https://openalex.org/W4398251412,Journal of Contemporary European Studies (2024),,https://www.tandfonline.com/doi/pdf/10.1080/14782804.2024.2356662?needAccess=true,,,,,,,,non_intel,0.84,[],journal,A,c,3,"Regional analysis of CEE development policies; lacks Moldova-specific infrastructure systems, actors, or quantified dependencies."
economic,FDI Moldova 2024..2025,en,scholar,A nyugat-balkáni térség és az euróövezet „nem szokványos” kiterjesztése,https://openalex.org/W4401209143,Közgazdasági Szemle (2024),,,,,,,,,,non_intel,0.91,[],journal,A,c,3,Focuses on Western Balkans and eurozone extension; not about Moldova’s infrastructure or related dependencies.
economic,FDI Moldova 2024..2025,en,scholar,Foreign Trade of Ukraine’s ICT Sector: state and prospects,https://openalex.org/W4393392381,International Science Journal of Management Economics & Finance (2024),,https://isg-journal.com/isjmef/article/download/644/359,,,,,,,,non_intel,0.94,[],journal,D,c,4,"Study on Ukraine’s ICT trade; no linkage to Moldova’s infrastructure, systems, or cross-border dependencies."
economic; social,diaspora Moldova remittances social impact 2024..2025; remittances Moldova 2024..2025,en,scholar,Responding to natural disasters: What do monthly remittance data tell us?,https://openalex.org/W4405220692,Journal of Development Economics (2024),,,,,,,,,,non_intel,0.93,[],journal,A,c,2,Remittance-disaster analysis; unrelated to Moldova’s infrastructure capabilities or dependencies.
economic; infrastructure,TEN-T Moldova rail road projects 2024..2025; remittances Moldova 2024..2025,en,scholar,Prospects for Russia's Crop Exports to China and Food Security of China,https://openalex.org/W4393170324,World Economy and International Relations (2024),,https://www.fao.org/3/cb9013en/cb9013en.pdf,,,,,,,,non_intel,0.96,[],journal,A,b,3,Academic article on Russia–China crop trade; no Moldova content or infrastructure details. Not relevant to Moldova’s infrastructure dependencies.
economic,inflation Moldova 2024..2025,en,scholar,Covid-19 pandemic and equity of global human papillomavirus vaccination: descriptive study of World Health Organization-Unicef vaccination coverage estimates,https://openalex.org/W4391363421,BMJ Medicine (2024),,https://bmjmedicine.bmj.com/content/bmjmed/3/1/e000726.full.pdf,,,,,,,,non_intel,0.97,[],journal,A,c,2,Global HPV vaccination equity; unrelated to Moldova infrastructure or energy/transport/ICT systems.
economic; social,inflation Moldova 2024..2025; urban rural disparity Moldova public services 2024..2025,en,scholar,Financing gap for universal social protection,https://openalex.org/W4396511505,ILO eBooks (2024),,https://www.econstor.eu/bitstream/10419/296565/1/1887275096.pdf,,,,,,,,non_intel,0.9,[],NGO,B,c,2,"ILO global social protection financing; no Moldova-specific infrastructure structures, actors, or capacities."
economic,PPP Moldova OR SOE reform 2024..2025,en,scholar,"An Analytical Study on Indian Union Budget 2024-2025: A Special Reference to Innovation, Research &amp; Development",https://openalex.org/W4404889630,International Journal For Multidisciplinary Research (2024),,https://www.ijfmr.com/papers/2024/6/31871.pdf,,,,,,,,non_intel,0.99,[],journal,D,c,4,Indian budget analysis; unrelated to Moldova or its infrastructure dependencies.
economic,PPP Moldova OR SOE reform 2024..2025,en,scholar,Municipal solid waste management challenges in developing regions: A comprehensive review and future perspectives for Asia and Africa,https://openalex.org/W4395450428,The Science of The Total Environment (2024),,,,,,,,,,non_intel,0.1,[],journal,A,c,6,Review on waste management in Asia/Africa; unrelated to Moldova’s infrastructure.
economic,Moldova economy 2024 analysis,en,youtube,Moldovan PM says 'the war next to our border is an economic & social problem for us' |WION Exclusive,https://www.youtube.com/watch?v=Y8eaaFUaYTw,WION,,,20240519,"Moldova's Prime Minister Dorin Recean has recognized India as an ""important player on the international scene"" and has extended an invitation to Indian students, tourists, and investors to visit his country. In an interview with our diplomatic correspondent Sidhant Sibal in Chișinău, the Moldovan capital, he praised India's economic growth, stating, ""I would like to congratulate India for becoming one of the fastest-growing large economies. This is great for India and for the world as well.""

He",,,,,,non_intel,0.37,[],news,C,c,3,Interview highlights general economic/social issues and outreach to India; lacks concrete infrastructure data.
economic,Moldova economy 2024 analysis,en,youtube,Deputy PM Dumitru Alaiba on Moldova’s Economic Development and Potential,https://www.youtube.com/watch?v=7ofWdqOh1qs,The Vienna Institute for International Economic Studies,,,20241028,"Dumitru Alaiba, Deputy Prime Minister and Minister of Economic Development and Digitalisation of the Republic of Moldova, delivered an inspiring keynote at our Spring Seminar 2024 on Moldova’s remarkable economic development and potential in sectors such as IT, industry, and agriculture, despite the country being directly affected by the war in neighbouring Ukraine.
#moldova #economy #economics #moldovanews #europe #eu #enlargement 

About wiiw:
The Vienna Institute for International Economic St",,,,,,non_intel,0.45,[],think_tank,B,b,3,"Keynote on economic development is broad; no specific infrastructure systems, capacities, or projects detailed."
economic,Moldova economy 2024 analysis,en,youtube,The Regional Economic Forum Moldova 2024,https://www.youtube.com/watch?v=FZV3XMhQtWM,News Moldova . Ro,,,20230809,"The Regional Economic Forum Moldova 2024 is the main business event of the year 2024 for the Moldova Region. The forum, organized by the Center for Analysis and Regional Development Planning, together with the economic magazine ""Moldova Invest,"" will be targeted towards the countries of Southeast Europe. It will bring together business leaders, experts, decision-makers, and diplomatic representatives from the region to discuss the specific economic challenges and opportunities of Southeast Europ",,,,,,non_intel,0.22,[],other,D,c,4,Event pertains to the ‘Moldova Region’ (Romania) business forum; not Republic of Moldova infrastructure.
economic,Moldova economy 2024 analysis,en,youtube,Moldova's Foreign Minister on the Impact of Russo-Ukraine War on Economy & Safety 🌍 #Ukraine #Putin,https://www.youtube.com/watch?v=dM1g9DBDLfU,One Decision,,,20240208,"One Decision sits down with #OneDecision #LeonPanetta #ChristinaRuffini #GlobalAffairs #Geopolitics #Moldova’s Foreign Minister Nicu Popescu to discuss the impact #Russia’s aggression on #Ukraine is having on his country.

#politics #ForeignPolicy #Europe #government #economics #Moldova #Russia #Ukraine

Stay ahead of the curve with exclusive interviews and comprehensive discussions that enlighten and inform, discovering why every decision matters in the intricate world of politics and power. 

",,,,,,non_intel,0.34,[],news,C,c,3,"Interview addresses overall impact of the war; no concrete infrastructure assets, capacities, or incidents cited."
economic,Moldova economy 2024 analysis,en,youtube,"Webinar: Economic Resilience in Armenia, Georgia, and Moldova",https://www.youtube.com/watch?v=TCTJBHp3IDk,CASE,,,20250326,"This webinar examined three in-depth country reports on Armenia, Georgia, and Moldova, analysing their economic resilience, key vulnerabilities, and policy challenges. These reports provide a comprehensive assessment of macroeconomic stability, financial sector developments, external trade relations, and energy security, while also examining the impact of recent geopolitical shifts, including Russia's invasion of Ukraine and regional conflicts.

The webinar was moderated by Marek Dąbrowski (CASE",,,,,,intel,0.64,"['Capabilities', 'Organisations', 'Events']",think_tank,B,b,3,"Webinar promises detailed assessment of Moldova’s energy security, vulnerabilities, and policy challenges in 2025."
economic,Moldova economy 2024 analysis,en,youtube,Moldova Trade Resilience Forum 2023 – Summary,https://www.youtube.com/watch?v=wOp9YozVfG0,UNDP in Moldova,,,20240102,,,,,,,non_intel,0.2,[],NGO,B,b,6,Video summary without accessible details; unclear infrastructure content relevant to 2024–2025.
economic,Moldova economy 2024 analysis,en,youtube,Economic analysis of Moldova (Part 1),https://www.youtube.com/watch?v=bNfWbR9YAqs,"Department of World Economy, TSUE",,,20240530,"The topic of the course work: Economic analysis of Moldova
Academic year: 2023-2024
Student: Matkarimov Islomjon
Academic supervisor: A. Zikriyoyev, contact: https://t.me/+w5EepELJ5vJmYzYy
Course: 1st year
Science: Economy of World Regions
Field of study: World economy and international economic relations",,,,,,non_intel,0.24,[],other,D,b,4,Student coursework; broad economic overview with no verifiable infrastructure specifics.
economic,Moldova economy 2024 analysis,en,youtube,Economic analysis of Moldova (Part 2),https://www.youtube.com/watch?v=SlbaGytYKe4,"Department of World Economy, TSUE",,,20240530,"The topic of the course work: Economic analysis of Moldova
Academic year: 2023-2024
Student: Matkarimov Islomjon
Academic supervisor: A. Zikriyoyev, contact: https://t.me/+w5EepELJ5vJmYzYy
Course: 1st year
Science: Economy of World Regions
Field of study: World economy and international economic relations",,,,,,non_intel,0.24,[],other,D,b,4,Student coursework continuation; lacks concrete infrastructure details.
economic; infrastructure,Moldova energy dependence 2024; Moldova energy outage 2024,en,youtube,Moldova braces for energy crisis as Russia halts gas supplies,https://www.youtube.com/watch?v=Uxi9ELVdAIY,euronews,,,20241231,"Moldovan leaders have implemented energy-saving measures and assured residents of temporary gas reserves, but fears of a humanitarian crisis in Transnistria remain.

READ MORE : https://www.euronews.com/2024/12/31/moldova-braces-for-energy-crisis-as-russia-halts-gas-supplies

Subscribe to our channel: https://www.youtube.com/c/euronews?sub_confirmation=1
Watch our LIVE here: https://www.youtube.com/c/euronews/live

Subscribe to our thematic channels:
NoComment: https://www.youtube.com/c/nocommen",,,,,,intel,0.8,'Areas']; 'Capabilities'; ['Events',news,B,c,3,Details Moldova bracing for crisis as Russia halts gas; mentions energy-saving measures and humanitarian risks in Transnistria (Dec 2024).
economic; infrastructure,Moldova energy dependence 2024; Moldova energy outage 2024,en,youtube,What happened when Moldova’s main power plant went dark,https://www.youtube.com/watch?v=D2VoJMLVlUw,International Energy Agency,,,20250701,"What do you do if 70% of your country's electricity comes from a power plant which no longer has a fuel supply? 

Our latest video features exclusive footage from inside Moldova, where massive energy infrastructure projects are underway to bolster the country's energy independence and build new connections to Europe's grid. 

Subtitrări în limba română disponibile. Subtitles available by clicking above. 

Interested in Moldova's energy system? You can learn more on our website: https://www.iea.o",,,,,,intel,0.89,'Events']; 'Structures'; ['Capabilities',NGO,B,b,2,"IEA video shows Moldova’s main plant outage and ongoing projects linking to Europe’s grid, indicating energy dependence and upgrades (2024–2025)."
economic; infrastructure,Moldova energy dependence 2024; Moldova energy outage 2024,en,youtube,What happened when Moldova’s main power plant went dark,https://www.youtube.com/watch?v=Ti1wcvF9vDw,International Energy Agency,,,20250630,"What do you do if 70% of your country's electricity comes from a power plant which no longer has a fuel supply? Full video available now! 

Our latest video features exclusive footage from inside Moldova, where massive energy infrastructure projects are underway to bolster the country's energy independence and build new connections to Europe's grid. 

Subtitrări în limba română disponibile. Subtitles available in Romanian on the main video. 

Interested in Moldova's energy system? You can learn ",,,,,,intel,0.76,'Events']; 'Structures'; ['Capabilities',NGO,B,b,3,IEA teaser referencing Moldova’s main plant losing fuel and new connections to Europe’s grid; indicates infrastructure upgrades and vulnerabilities.
economic,Moldova energy dependence 2024,en,youtube,Moldova Emerges as Europe’s New Energy Investment Hotspot,https://www.youtube.com/watch?v=NO-0WBypriI,Environment+Energy Leader,,,20250908,"Moldova's shift from Russian gas to renewables is gaining pace. With new tenders, storage demand, and EU ties, investors are eyeing its fast-moving market.


https://www.environmentenergyleader.com/stories/moldova-emerges-as-europes-new-energy-investment-hotspot,90809


Support the show (https://www.buzzsprout.com/2441376/support) 


Share on your social channels, and don't forget to tag E+E Leader! 

Thanks for listening!

For access to all of E+E Leader's news and programs, visit our website a",,,,,,intel,0.55,"['Capabilities', 'Events', 'Organisations']",news,C,c,3,"Trade media piece on shift from Russian gas to renewables, tenders and storage demand; relevant to market/infrastructure capabilities."
economic,Moldova energy dependence 2024,en,youtube,Extending the Green Deal : Reducing Moldovan energy dependencies on Russia,https://www.youtube.com/watch?v=QqsqMEiCWTU,Martens Centre,,,20230531,Extending the Green Deal : Reducing Moldovan energy dependencies on Russia,,,,,,non_intel,0.32,[],think_tank,B,b,6,"2023 talk title only; lacks accessible, concrete details on infrastructure systems or 2024–2025 developments."
economic,Moldova energy dependence 2024,en,youtube,Moldova risking electricity shortages,https://www.youtube.com/watch?v=19ln0NHjTEY,Al Arabiya English,,,20250102,"While some European recipients of Russian gas like Austria and Slovakia have means to replace it, Moldova is dependent on Russian gas and could suffer drastic energy shortages, expert in Russian energy and gas policy Professor Arild Moe says.

#Russia #Ukraine",,,,,,intel,0.58,"['Capabilities', 'Events']",news,C,c,3,Explains Moldova’s reliance on Russian gas and risk of electricity shortages—directly related to energy vulnerability.
economic,Moldova energy dependence 2024,en,youtube,Moldova's energy crisis continues as conflict rages next door,https://www.youtube.com/watch?v=I-uBh5h5q7M,Al Jazeera English,,,20221203,"Former Soviet republic Moldova has been hit the hardest by the Russian invasion of Ukraine.
It relies on gas and electricity from Russia. Now, the Moscow-backed breakaway region of Transnistria has stopped supplying energy.
Talks to resolve the crisis failed on Friday.
Al Jazeera's Andrew Simmons reports from Chisinau, Moldova.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Che",,,,,,intel,0.49,"['Capabilities', 'Events']",news,B,c,2,Details Moldova’s dependence on Russian gas/electricity and Transnistria halting supply; older (2022) but relevant to dependency context.
economic,Moldova energy dependence 2024,en,youtube,Gazprom's Threat: How Moldova Won Energy Independence,https://www.youtube.com/watch?v=UVkbf16lDI0,Celebrity Election Matrix,,,20250929,"🌟 Thanks for watching!
Watch the Full Video Here ❤️
👉 https://youtu.be/TAGtnciCgV4",,,,,,non_intel,0.22,[],other,D,f,6,"YouTube promo post with no substantive content beyond a link; unknown channel. Provides no concrete or verifiable details on Moldova’s infrastructure, energy systems, actors, or policies."
economic,Moldova energy dependence 2024,en,youtube,Powering Moldova’s European Dream: France’s Role in Energy Transition,https://www.youtube.com/watch?v=9CIF2Uns0EY,Alerk Ablikim,,,20241219,"Moldova is ready for change. Following the October 2024 referendum, the country is pivoting away from Russian influence and moving toward a European future. A crucial step in Moldova’s journey to EU membership lies in reforming its energy sector and reducing its reliance on Russian-controlled resources.

This video explores how Moldova’s transition to sustainable energy, aligned with the European Green Deal, can be supported by France. With its unmatched expertise in nuclear energy and its commi",,,,,,non_intel,0.36,[],other,D,b,3,"Opinion video about France aiding Moldova’s energy transition; snippet lacks specific projects, data, or official policy details. Not actionable or verifiable as provided."
economic,Moldova energy dependence 2024,en,youtube,"🎙️ Janez Kopač on Moldova’s nZEB Future: Barriers, Breakthroughs & EU Alignment",https://www.youtube.com/watch?v=gHiC8pFUsXk,ZUGRO,,,20250711,"In this exclusive interview recorded at nZEB Days Chișinău 2025, we are honored to welcome Janez Kopač, former Director of the #EnergyCommunity Secretariat and ex-Minister of Environment and Energy of Slovenia. With over 30 years of experience in EU institutions and regional energy reform, Kopač offers a deep dive into the challenges and opportunities of implementing nearly zero-emission building (nZEB) standards in Eastern Europe.

Key topics discussed include:
 • Why Moldova must now align wit",,,,,,non_intel,0.4,[],other,C,b,3,"Interview teaser on nZEB in Chișinău with credible expert but no concrete measures, timelines, or data in the provided text. Insufficient actionable infrastructure detail."
information; social,education workforce Moldova technical universities 2024..2025; media ownership Moldova 2024..2025,en,scholar,Gender Responsive Budgeting (GRB) in Western Balkans between aspirations and reality,https://openalex.org/W4390842296,Deleted Journal (2024),,https://sciendo.com/pdf/10.2478/ejels-2024-0002,,,,,,,,non_intel,0.95,[],journal,F,b,6,Covers gender budgeting in Western Balkans; no concrete Moldova infrastructure content or 2024–2025 infrastructure details relevant to dependencies.
information; social,education workforce Moldova technical universities 2024..2025; foreign funding media Moldova 2024..2025,en,scholar,"Re-politicising Anti-Trafficking: Migration, labour, and the war in Ukraine",https://openalex.org/W4396220260,Anti-Trafficking Review (2024),,https://antitraffickingreview.org/index.php/atrjournal/article/download/753/553,,,,,,,,non_intel,0.93,[],journal,A,c,6,Anti-trafficking analysis; lacks Moldova infrastructure-related details or actionable data.
social,migration Moldova refugees Ukrainian impact 2024..2025,en,scholar,Impact of Ukrainian Refugees on the COVID-19 Pandemic Dynamics after 24 February 2022,https://openalex.org/W4393860747,Computation (2024),,https://www.mdpi.com/2079-3197/12/4/70/pdf?version=1712125696,,,,,,,,non_intel,0.93,[],journal,B,b,3,Examines COVID-19 dynamics from Ukrainian refugee flows; no Moldova-specific infrastructure insights.
infrastructure; social,hospital infrastructure Moldova 2024..2025; urban rural disparity Moldova public services 2024..2025,en,scholar,Trauma Outcomes in Pediatric Nonfatal Road Traffic Accidents,https://openalex.org/W4391880505,2024,,,,,,,,,,non_intel,0.98,[],journal,A,b,3,Medical outcomes of pediatric road accidents; no Moldova infrastructure relevance.
social,demographics Moldova population trend 2024..2025,en,scholar,Convergence and divergence in mortality: A global study from 1990 to 2030,https://openalex.org/W4390954758,PLoS ONE (2024),,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0295842&type=printable,,,,,,,,non_intel,0.96,[],journal,A,b,3,Global mortality study; no Moldova-specific infrastructure content.
social,healthcare access Moldova rural 2024..2025,en,scholar,"Regional Competitiveness for Achieving Sustainable Development of Hail Region, Saudi Arabia",https://openalex.org/W4405920441,Sustainability (2024),,,,,,,,,,non_intel,0.99,[],journal,C,b,3,Saudi regional development; not related to Moldova.
social,Transnistria social tensions pro-Russian sentiment 2024..2025,en,scholar,Understanding Islamic State's “acting” like a state,https://openalex.org/W4406524185,Edward Elgar Publishing eBooks (2025),,,,,,,,,,non_intel,0.98,[],journal,B,b,3,Academic book on ISIS governance; no Moldova infrastructure relevance.
social,media consumption Moldova language Russian Romanian 2024..2025,en,scholar,Ukrainian Refugees in Switzerland: A research synthesis of what we know,https://openalex.org/W4390839983,2024,,https://osf.io/tcnhx/download,,,,,,,,non_intel,0.95,[],report,C,b,3,Research synthesis on Ukrainian refugees in Switzerland; no Moldova infrastructure content.
social,media consumption Moldova language Russian Romanian 2024..2025,en,scholar,An Analysis of the Roma and Their Inclusion and Exclusion in Metropolitan Areas of Europe,https://openalex.org/W4399728208,2024,,https://rshare.library.torontomu.ca/articles/thesis/An_Analysis_of_the_Roma_and_Their_Inclusion_and_Exclusion_in_Metropolitan_Areas_of_Europe/26046568/1/files/47086138.pdf,,,,,,,,non_intel,0.9,[],report,C,b,6,General analysis of Roma inclusion in European metros; lacks Moldova-specific infrastructure details.
social,youth unemployment Moldova 2024..2025,en,scholar,Does Türkiye Have a Demographic Dividend? NUTS 2 Analysis,https://openalex.org/W4405258873,Cumhuriyet Üniversitesi İktisadi ve İdari Bilimler Dergisi (2024),,,,,,,,,,non_intel,0.99,[],journal,C,b,3,Türkiye demographic analysis; unrelated to Moldova and infrastructure.
social,Moldova protests 2024 analysis,en,youtube,LIVE: Moldova’s Patriotic Bloc Supporters Rally Outside Parliament After Election | AC1G,https://www.youtube.com/watch?v=wc2nUTrGs8w,DRM News,,,20250929,"Moldova’s Patriotic Bloc supporters gathered outside parliament in Chisinau just a day after the elections, demanding that their votes be respected. The rally highlights growing political tensions in the country as citizens voice concerns about fairness and transparency in the electoral process.

Stay tuned for more updates on Moldova’s post-election developments and political movements.

#Moldova #Elections #Protests #PatrioticBloc #Chisinau #Politics #BreakingNews

Moldova elections, Moldova p",,,,,,non_intel,0.86,[],other,D,b,3,Live video of political rally in Chisinau; contains no concrete infrastructure system details or incidents affecting capabilities.
social,Moldova protests 2024 analysis,en,youtube,'Moldova is worse than Ukraine': My clash with Russian sympathisers on the frontline of Cold War Two,https://www.youtube.com/watch?v=gZC5FvDt-u0,The Telegraph,,,20250722,"Is Moldova Putin’s next target? As Russia wages war in Ukraine, neighbouring Moldova faces a new kind of invasion: political manipulation, disinformation and cyber warfare. Francis Dearnley travels to Moldova’s capital Chisinau to uncover the hybrid war being waged at Europe's eastern frontier.

With Russian-backed protests coming up against pro-European figures pushing for EU integration, Moldova stands at a crossroads— caught between East and West. Could it become the next front in a broader g",,,,,,non_intel,0.86,"['Events', 'Organisations']",news,B,c,3,"General narrative on hybrid threats and politics; lacks concrete, verifiable details on Moldova’s infrastructure systems, assets, or capabilities (2024–2025)."
social,Moldova protests 2024 analysis,en,youtube,Moldova gripped by mass anti-government protests,https://www.youtube.com/watch?v=Oy7RAeiToJo,Al Jazeera English,,,20160125,"Thousands have rallied in Chisinau demanding fresh elections and the ouster of the Prime Minister.

The demonstrators say the government is in the pockets of big business.

Al Jazeera's Robin Forestier Walker reports from Chisinau.

- Subscribe to our channel: http://bit.ly/AJSubscribe
- Follow us on Twitter: https://twitter.com/AJEnglish
- Find us on Facebook: https://www.facebook.com/aljazeera
- Check out our website: http://www.aljazeera.com/",,,,,,non_intel,0.95,['Events'],news,B,c,3,"2016 protest coverage unrelated to current Moldovan infrastructure; no actionable data on energy, transport, telecom, or institutions."
social,Moldova protests 2024 analysis,en,youtube,Watch again: Thousands protest soaring cost of living in Moldova,https://www.youtube.com/watch?v=XggSE3XHf8M,The Independent,,,20230312,"Thousands of demonstrators are expected to gather in the Moldovan capital Chisinau to protest against soaring costs of living, especially energy bills which now consume most of an average household income. 

Pro-Western president Maia Sandu says protesters, brought in by buses to Chisinau from all over Moldova, are financed by Russia via the exiled businessman Ilan Shor.

Watch more on Independent TV: https://www.independent.co.uk/tv/news

Click here to subscribe to The Independent: https://bit.",,,,,,non_intel,0.78,"['Events', 'People']",news,B,c,3,"Cost-of-living protest mentions high energy bills but provides no concrete infrastructure capacity, systems, or policy details."
social,Moldova protests 2024 analysis,en,youtube,BREAKING: Moldova’s Patriotic Bloc Supporters Rally Outside Parliament After Election | AC1Z,https://www.youtube.com/watch?v=LdqhBe95_F0,DRM News,,,20250929,"Moldova’s Patriotic Bloc supporters gathered outside parliament in Chisinau just a day after the elections, demanding that their votes be respected. The rally highlights growing political tensions in the country as citizens voice concerns about fairness and transparency in the electoral process.

Stay tuned for more updates on Moldova’s post-election developments and political movements.

#Moldova #Elections #Protests #PatrioticBloc #Chisinau #Politics #BreakingNews

Moldova elections, Moldova p",,,,,,non_intel,0.94,['Events'],other,D,f,4,"Post-election rally coverage from an unclear outlet; no infrastructure information, assets, or system-level specifics."
social,Moldova protests 2024 analysis,en,youtube,Moldova protests Russian voting stations in Transnistria,https://www.youtube.com/watch?v=GBmyBwoS84o,euronews,,,20240312,"The eastern European country summoned Russia's ambassador on Tuesday, after Moscow decided to open polling stations for Russian elections in the Transnistrian region without its consent. 

READ MORE : https://www.euronews.com/2024/03/12/moldova-protests-russian-voting-stations-in-transnistria

Subscribe to our channel: https://www.youtube.com/c/euronews?sub_confirmation=1
Watch our LIVE here: https://www.youtube.com/c/euronews/live

Subscribe to our thematic channels:
NoComment: https://www.yout",,,,,,non_intel,0.9,"['Events', 'Organisations']",news,B,c,2,"Diplomatic dispute over voting stations in Transnistria; political/legal issue, not infrastructure capabilities or assets."
social,Moldova protests 2024 analysis,en,youtube,Moldova’s Stolen Victory? Opposition Cries Fraud and Demands Justice Amid Election Chaos,https://www.youtube.com/watch?v=ak-ZV4fopak,Times Now World,,,20250930,"Moldova’s parliamentary elections have sparked a political crisis, with opposition leaders denouncing the vote as fraudulent and pro-Russian supporters staging mass protests in Chisinau. President Maia Sandu’s pro-European Action and Solidarity Party declared a narrow victory, but rivals led by Marina Tauber and Igor Dodon accused the government of rigging results and silencing voters abroad. Demonstrators branded Moldova a “colony of Europe” and demanded new elections, while European leaders ha",,,,,,non_intel,0.93,"['Events', 'Organisations']",news,C,c,3,Election fraud claims and protests; lacks concrete infrastructure data or systems analysis relevant to 2024–2025.
social,Moldova protests 2024 analysis,en,youtube,"The Moldovan Town Where 95 Percent Said 'No' To The EU, 'Yes' To Russian TV",https://www.youtube.com/watch?v=EPpCOyseycQ,Radio Free Europe/Radio Liberty,,,20241031,"In Moldova’s Gagauzia region, 95% of residents recently cast a vote against enshrining EU membership in the constitution. This might be due to a strong pro-Russia sentiment, as many Moldovans here rely on Russian TV for news, shaping their perspective in opposition to EU integration. After the recent EU referendum, locals expressed nostalgia for Soviet times and concerns over Western values. 

#moldova #russianews #rfe_rl",,,,,,non_intel,0.88,"['People', 'Events']",news,B,c,3,"Local anti‑EU sentiment and reliance on Russian TV noted, but no actionable telecom infrastructure details or system metrics."
social,Moldova protests 2024 analysis,en,youtube,WARNING: Russia May Be Planning Violent Protests After the Moldovan Elections,https://www.youtube.com/watch?v=AafBex7Zg4U,NEWS TODAY,,,20250926,"WARNING: Russia May Be Planning Violent Protests After the Moldovan Elections 
https://ift.tt/EU1kQGi 
Reports indicate a concerning potential for Russia to instigate violent protests following Moldova's upcoming parliamentary elections. According to analyses from the Institute for the Study of War and intelligence agencies, the Kremlin is reportedly laying the groundwork to destabilize the country, regardless of the election's outcome. This alleged plan involves a sophisticated information oper",,,,,,non_intel,0.96,"['Events', 'Organisations']",other,D,d,4,Speculative warning about planned protests citing external analyses; no infrastructure content or verifiable system data.
social,Gagauzia identity Russian world 2024,en,youtube,The Life and History of Moldova’s Autonomous Region of Gagauzia,https://www.youtube.com/watch?v=1LMbiXZM2As,TRT World,,,20210824,"Across the Balkans takes you to the northeastern edge of the Balkan peninsula, to Moldova’s autonomous region of Gagauzia, home to the Gagauz people. They're a small Turkic minority group, and speak a language close to Turkish. Their rights and autonomy are protected by Moldova's constitution, but their tiny region is caught between Russia, the EU and Turkey, all vying for influence. TRT World Correspondent Andrew Hopkins explains.

Across The Balkans, hosted by Nafisa Latic, is TRT World’s prog",,,,,,non_intel,0.97,"['People', 'Organisations']",news,C,c,3,"Historical/ethnographic overview of Gagauzia; lacks current infrastructure systems, assets, or capability details."
social,Gagauzia identity Russian world 2024,en,youtube,Moldova: The National Gagauz Museum | European Journal,https://www.youtube.com/watch?v=PRJ6CUxqMCg,DW News,,,20101125,"Gagauzia is located in southern Moldova. It's a tiny, little-known autonomous region in Europe. A museum there is dedicated to chronicling the history of the Gagauz people, a Turkish ethnic group with their own language.In 1994, about 155,000 Gagauz peacefully secured the right to independence from Moldova. The region has its own parliament and laws. The head of the Gagauz National Museum sought to preserve the group's unique and common experience. She was recognized by the European Union for he",,,,,,non_intel,0.98,['People'],news,B,c,3,"2010 cultural/museum feature; no relevance to current infrastructure performance, dependencies, or actors."
social,Gagauzia identity Russian world 2024,en,youtube,FACT CHECK: Pro-Russia governor of Gagauzia falsely claims Moldovans don’t want to join EU,https://www.youtube.com/watch?v=QDCWaDSqgXY,Voice of America,,,20240423,"Moldova is expected to hold a nation-wide referendum on membership in the European Union alongside presidential elections this fall. 

President Maia Sandu, who’s seeking reelection, has focused anti-corruption reforms and foreign policy on reducing Russian influence and distancing the nation from its Soviet past. She hopes joining the EU will “prevent future governments from derailing Moldova from its European trajectory.” 

An avid supporter of Ukraine, Sandu has been pursuing Moldova’s EU mem",,,,,,non_intel,0.92,"['Events', 'Organisations']",news,B,c,2,"Fact-check on EU support claims; political attitudes, not infrastructure systems, capacities, or integration details."
social,Gagauzia identity Russian world 2024,en,youtube,Every family in Ukraine's Hroza village affected by missile attack | Russia-Ukraine war LIVE | WION,https://www.youtube.com/watch?v=bQUKM9N9-Kk,WION,,,20231006,"Russian drones attacked port infrastructure in Ukraine's Odesa region, damaging a grain silo in the Izmail district in the early hours of Friday, regional governor Oleh Kiper said.

#russiaukrainewar #ukraine #wion 

About Channel: 

WION The World is One News examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim is to empower people to explore their world. With our Global headquarters in New Delhi, we bring you news on the hour, by the hour. We de",,,,,,non_intel,0.99,['Events'],news,C,c,2,Covers attacks on Ukrainian port facilities (Izmail); no direct Moldovan infrastructure content.
social,Gagauzia identity Russian world 2024,en,youtube,Russia-Ukraine war LIVE: Russian attack damages port infrastructure at Ukraine's Izmail | Wion,https://www.youtube.com/watch?v=iP2LeuuksY8,WION,,,20230907,"Russian drone strikes overnight damaged port infrastructure, a grain silo and administrative buildings in the Izmail district of Ukraine's southern Odesa region, the regional governor said on Thursday.

#russiaukrainewar   #NorthKorea #WIONLIVE

About Channel: 

WION The World is One News examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim is to empower people to explore their world. With our Global headquarters in New Delhi, we bring you news on",,,,,,non_intel,0.99,['Events'],news,C,c,2,"Reports damage to Ukrainian Izmail port infrastructure; outside Moldova, no actionable Moldovan infrastructure intel."
